,a,b,c,d,alpha1,beta1,gamma1,delta1,eps1,dseta1,eta1,alpha2,beta2,gamma2,delta2,eps2,dseta2,eta2,dist,divergent
0,0.538206898709364,0.7446493251277944,-0.0345346011561622,0.3478726484112475,0,0,0,0,0,-0.000161444071874,0,0.0006210356798005,0,0,0,0,0,0,26.969460942496724,False
1,0.6395960365352336,0.7924302362089697,-0.1233846489267391,0.2117599532035887,0,0,0,0,0,-0.0001815949490254,0,0.0002632693056781,0,0,0,0,0,0,26.86354454664665,False
2,0.9664699957014796,0.4659374938039491,-0.4098844803606396,-0.1411973157416981,0,0,0,0,0,-0.0001848952890836,0,0.0005404738473475,0,0,0,0,0,0,25.498861853336223,False
3,0.4588758272281228,0.6344824327990386,-0.0326851110028691,0.5291475682798121,0,0,0,0,0,-9.098144762476066e-05,0,-2.244435770849762e-05,0,0,0,0,0,0,28.93325060432117,False
4,0.9505331957610466,0.4228880328080051,-0.562751204941843,-0.005285450513246,0,0,0,0,0,-0.0001419417378538,0,-0.0003605873007881,0,0,0,0,0,0,26.27134862263453,False
5,0.92023947223174,0.5037274586536111,-0.4327505828622566,-0.1349023644706684,0,0,0,0,0,-0.0001307356579606,0,0.0008105365753415,0,0,0,0,0,0,24.05657131660767,False
6,0.1845656175919501,0.8029732333785891,-0.0562183487653284,0.6344650957790807,0,0,0,0,0,3.5273766581210266e-05,0,0.0010548859636544,0,0,0,0,0,0,26.898783740321296,False
7,0.226191131779283,0.6623505297618326,-0.2712708876864711,0.94494112615067,0,0,0,0,0,3.4159345595328806e-05,0,0.0002898287815552,0,0,0,0,0,0,23.80490395725241,False
8,0.3829538897377293,0.5158512501751944,-0.2041466239418299,0.8416753284840022,0,0,0,0,0,2.34619848655226e-05,0,-0.0004712771303674,0,0,0,0,0,0,27.91882749130625,False
9,-0.4121149221947728,1.1757691082546708,-0.4965376529576559,1.2215513099236055,0,0,0,0,0,0.0001072736248782,0,0.0007578072289595,0,0,0,0,0,0,28.175122708064205,False
10,0.5100553504806502,0.4528671414559775,-0.113991577097702,0.6268024697913015,0,0,0,0,0,-2.407261319018792e-05,0,0.0014278663063937,0,0,0,0,0,0,29.0066834218916,False
11,0.8771230428688095,0.2926099823167138,-0.5951841242791911,0.0851104859591092,0,0,0,0,0,-8.799140281809659e-05,0,0.0013700508928768,0,0,0,0,0,0,27.61285812865013,False
12,0.9834985865537668,0.3476860655839107,-0.5302493619649418,0.0870647182353709,0,0,0,0,0,-0.0001846926915948,0,0.0005444223231979,0,0,0,0,0,0,21.589537156267447,False
13,0.1069275763474495,0.6929215969524893,-0.5280924495136594,1.2479749648156568,0,0,0,0,0,1.219789933571649e-05,0,0.000124910241461,0,0,0,0,0,0,26.57544848787598,False
14,0.4406889704287553,0.8419919770555815,0.043182935455214,0.2181920166716282,0,0,0,0,0,-0.0001125353623168,0,0.0024608505229218,0,0,0,0,0,0,30.27228761176609,False
15,0.9545458693087916,0.5711242410304873,-0.3928216284929742,0.0630388492422175,0,0,0,0,0,-0.0001674362294154,0,0.001022258754108,0,0,0,0,0,0,26.222222232280995,False
